event_time,device,latency_ms,packet_loss_pct,throughput_mbps,latency_rolling_mean,latency_rolling_std,packet_loss_rolling_mean,packet_loss_rolling_std,throughput_rolling_mean,throughput_rolling_std,latency_z,packet_loss_z,throughput_z,throughput_drop_score,anomaly_score,anomaly_status
2026-09-05 08:09:00,ROUTER-01,34.82,0.4,636.0,0.0,0.0,0.0,0.0,0.0,0.0,348200.0,4000.0,6360000.0,-6360000.0,352200.0,ANOMALY
2026-09-05 08:11:30,ROUTER-01,30.57,0.18,531.83,0.0,0.0,0.0,0.0,0.0,0.0,305700.0,1799.9999999999998,5318300.0,-5318300.0,307500.0,ANOMALY
2026-09-05 08:12:00,ROUTER-01,44.96,0.51,644.74,36.78333333333333,7.393174780385849,0.3633333333333333,0.1680277754817141,604.19,62.817784902048224,1.1059600663509948,0.8723523894040844,0.6455167992878058,-0.6455167992878058,1.9783124557550793,NORMAL
2026-09-05 08:16:30,ROUTER-01,60.44,1.28,572.18,42.6975,13.279639490588591,0.5925,0.4784262395256626,596.1875,53.72965746835416,1.3360578355150856,1.4367028246590654,-0.4468194373320971,0.4468194373320971,3.219580097506248,WARNING
2026-09-05 08:19:00,ROUTER-01,88.6,0.6,447.37,51.878,23.530183169707797,0.5940000000000001,0.4143428532025139,566.424,81.20644512598737,1.560627202620104,0.014477267381102712,-1.46606409391379,1.46606409391379,3.0411685639149963,WARNING
2026-09-05 08:20:30,ROUTER-01,49.64,0.9,571.22,51.505,21.06585839694172,0.645,0.3910882253405234,567.2233333333334,72.65963794753361,-0.08853145747552392,0.6518601110195134,0.05500524471410283,-0.05500524471410283,0.6518601110195134,NORMAL
2026-09-05 08:22:30,ROUTER-01,41.8,0.46,428.39,50.11857142857143,19.5771281759876,0.6185714285714285,0.363796122914496,547.39,84.57568760189498,-0.42491058252947955,-0.4357601485319693,-1.4070220730327991,1.4070220730327991,1.4070220730327991,NORMAL
2026-09-05 08:27:30,ROUTER-01,18.9,0.39,546.56,46.21625,21.221141707201877,0.59,0.3463689197538205,547.28625,78.30242140709498,-1.2872126135168451,-0.5772523553977299,-0.009274924829358619,0.009274924829358619,0.009274924829358619,NORMAL
2026-09-05 08:35:00,ROUTER-01,46.4,0.36,537.54,46.236666666666665,19.85065490103538,0.5644444444444444,0.3329456078367422,546.2033333333334,73.31722120347989,0.008228066597347128,-0.6138632056203617,-0.11816216401701023,0.11816216401701023,0.12639023061435736,NORMAL
2026-09-05 08:38:00,ROUTER-01,33.78,0.76,496.86,44.991,19.125433008896238,0.584,0.3199374938952919,541.269,70.86341125323028,-0.5861797417507373,0.5499355649172242,-0.626683595190545,0.626683595190545,1.1766191601077691,NORMAL
2026-09-05 08:40:30,ROUTER-01,31.23,0.3,395.02,44.632,19.36969786949594,0.574,0.3277939732345439,517.171,75.86704678434359,-0.6919019026577358,-0.8356359749375651,-1.6100645032456644,1.6100645032456644,1.6100645032456644,NORMAL
2026-09-05 08:42:00,ROUTER-01,42.16,0.61,530.94,45.791,18.77233452006791,0.617,0.2971363323459452,517.082,75.84845926802558,-0.19342190253045904,-0.02355028385915117,0.18270617311305984,-0.18270617311305984,0.0,NORMAL
2026-09-05 08:42:30,ROUTER-01,65.74,0.65,587.28,47.86899999999999,19.7925240937077,0.631,0.2948238645549426,511.33600000000007,66.73157510171295,0.9029121108646425,0.06442340645668716,1.138050257006818,-1.138050257006818,0.9673355173213297,NORMAL
2026-09-05 08:43:00,ROUTER-01,39.43,0.69,660.98,45.768,19.421467961453835,0.572,0.1914157778240864,520.216,80.26395236274432,-0.3263382242143934,0.6161372255626214,1.7537614393531118,-1.7537614393531118,0.6161372255626214,NORMAL
2026-09-05 08:43:30,ROUTER-01,28.87,0.83,581.9,39.795,12.862242978751588,0.595,0.2082333093218064,533.6690000000001,77.93819666177097,-0.849378687696942,1.1280001300080265,0.6188356952334751,-0.6188356952334751,1.1280001300080265,NORMAL
2026-09-05 08:45:30,ROUTER-01,76.32,1.07,501.91,42.463,17.175256782812756,0.612,0.2403608398498668,526.738,77.30705829497214,1.9712545380064783,1.904676039083766,-0.3211604274117366,0.3211604274117366,4.197091004501981,WARNING
2026-09-05 08:47:00,ROUTER-01,53.17,0.83,434.53,43.6,17.499770157220798,0.649,0.2428282429116423,527.352,76.45888332953862,0.5468612003416051,0.7450759855280934,-1.214010387764858,1.214010387764858,2.5059475736345567,NORMAL
2026-09-05 08:49:30,ROUTER-01,66.55,0.47,332.0,48.365,16.48480057507521,0.657,0.2345231568760558,505.896,97.64078430655913,1.1031307054102164,-0.7970227768215838,-1.7809752670205832,1.7809752670205832,2.8841059724308,NORMAL
2026-09-05 08:50:30,ROUTER-01,52.25,0.56,570.82,48.95,16.511099297139484,0.6769999999999999,0.2140119415152133,509.224,99.39066133193803,0.19986434302029848,-0.5464431323728233,0.6197356693373766,-0.6197356693373766,0.19986434302029848,NORMAL
2026-09-05 08:52:00,ROUTER-01,54.62,0.65,656.33,51.034,15.67778697534969,0.666,0.2120901275925454,525.171,109.46880361799684,0.2287298030428628,-0.07540407360856935,1.19813934062675,-1.19813934062675,0.2287298030428628,NORMAL
2026-09-05 08:55:00,ROUTER-01,50.28,0.34,580.92,52.939,14.079997198547696,0.67,0.2046677524401166,543.761,100.31259912560004,-0.18884812814177618,-1.6115818827308126,0.3704316634275164,-0.3704316634275164,0.0,NORMAL
2026-09-05 08:57:00,ROUTER-01,52.94,0.43,598.47,54.017,13.566335827251867,0.6519999999999999,0.2180112127595479,550.514,101.61814385236528,-0.07938710017236499,-1.01782937791804,0.47192313291373406,-0.47192313291373406,0.0,NORMAL
2026-09-05 08:59:00,ROUTER-01,65.44,0.74,658.96,53.987,13.537833447211716,0.6609999999999999,0.2197700818785143,557.682,106.89102361231691,0.8459932267106001,0.35930309083002143,0.9474874674095941,-0.9474874674095941,1.2052963175406215,NORMAL
2026-09-05 09:02:00,ROUTER-01,22.39,0.47,533.19,52.283,16.35333608506567,0.639,0.2274227585601562,544.903,100.62447858250002,-1.827933887686085,-0.7427828366247461,-0.11640297196769592,0.11640297196769592,0.11640297196769592,NORMAL
2026-09-05 09:10:00,ROUTER-01,57.4,0.46,515.6,55.136,14.155891745528113,0.6020000000000001,0.2229499196381704,538.273,100.09877899688225,0.15993227749056826,-0.63662878798769,-0.22650603310658646,0.22650603310658646,0.3864383105971547,NORMAL
2026-09-05 09:15:00,ROUTER-01,49.48,1.15,497.31,52.452,12.086233491042606,0.61,0.2422120283277992,537.813,100.29482849745216,-0.245897567049809,2.228531549698759,-0.40383896381190304,0.40383896381190304,2.6323705135106623,NORMAL
2026-09-05 09:15:30,ROUTER-01,76.56,0.45,536.38,54.791,14.300987883515052,0.572,0.2335142156034378,547.9979999999999,93.5882273935492,1.5221918903871123,-0.5222284940360651,-0.1241394127191201,0.1241394127191201,1.6463313031062325,NORMAL
2026-09-05 09:16:00,ROUTER-01,40.6,0.54,458.69,52.196000000000005,14.284546584022577,0.579,0.2311541092479694,560.667,65.44255666867956,-0.8117806717717586,-0.16864565186247552,-1.5582649787016605,1.5582649787016605,1.5582649787016605,NORMAL
2026-09-05 09:16:30,ROUTER-01,77.19,0.67,484.28,54.69000000000001,16.32629508220132,0.5900000000000001,0.2327612033346144,552.013,69.54417238146002,1.378136440207122,0.3435522914697062,-0.9739551178057501,0.9739551178057501,2.695643849482578,NORMAL
2026-09-05 09:17:30,ROUTER-01,41.56,1.01,440.27,53.384,16.846585014971627,0.626,0.2682121879739579,530.407,67.05204977395465,-0.7018591485204374,1.4311686804077295,-1.3442820297912708,1.3442820297912708,2.7754507101990002,NORMAL
2026-09-05 09:19:00,ROUTER-01,59.33,0.28,460.71,54.289,16.904294950626532,0.62,0.2758824226207808,518.3860000000001,67.76172357771183,0.2982064732114627,-1.2319625169287822,-0.8511577309287591,0.8511577309287591,1.149364204140222,NORMAL
2026-09-05 09:20:30,ROUTER-01,46.29,0.49,480.68,53.624,17.093009097288864,0.626,0.2719150194045517,506.607,62.31257016935762,-0.4290617908220833,-0.4999723923249081,-0.4160791044507297,0.4160791044507297,0.4160791044507297,NORMAL
2026-09-05 09:21:30,ROUTER-01,59.31,0.29,538.36,53.011,16.72819871421374,0.581,0.2877286530357686,494.547,35.41513802191258,0.37654755618680164,-1.0110181767200128,1.2371228444911602,-1.2371228444911602,0.37654755618680164,NORMAL
2026-09-05 09:24:00,ROUTER-01,58.4,0.52,461.02,56.612,12.824531007235915,0.5860000000000001,0.2860147626337571,487.33,33.99021983518866,0.13941921595959925,-0.23067666761565797,-0.7740439080176713,0.7740439080176713,0.9134631239772706,NORMAL
2026-09-05 09:25:00,ROUTER-01,62.51,0.41,438.4,57.123000000000005,12.960502433676451,0.581,0.2888848290313017,479.61,35.58555168729156,0.4156442594059185,-0.5917265642393911,-1.1580510134290178,1.1580510134290178,1.5736952728349363,NORMAL
2026-09-05 09:25:30,ROUTER-01,56.89,0.27,396.31,57.864,12.683846419757684,0.493,0.2227629532335511,469.50999999999993,43.46452372018166,-0.07678998063905446,-1.0006149374064215,-1.6841282342911765,1.6841282342911765,1.6841282342911765,NORMAL
2026-09-05 09:28:30,ROUTER-01,302.16,10.45,107.04,80.424,78.66199056723649,1.493,3.15500677935528,426.5759999999999,118.07817741743072,2.8188419402669065,2.8388896561625363,-2.7061370388253136,2.7061370388253136,8.363868635254757,ANOMALY
2026-09-05 09:29:30,ROUTER-01,65.8,0.27,432.13,82.944,77.64147319570901,1.466,3.165207383060038,423.92,117.57319157774783,-0.22080953919861449,-0.3778464001318493,0.06982878415520878,-0.06982878415520878,0.0,NORMAL
2026-09-05 09:30:00,ROUTER-01,49.41,0.4,545.85,80.166,78.36384727666197,1.439,3.173891582549375,430.07700000000006,122.59037809351568,-0.39247640106000153,-0.32734806409457046,0.9443881923005868,-0.9443881923005868,0.0,NORMAL
2026-09-05 09:31:00,ROUTER-01,50.42,0.82,471.23,81.05199999999999,77.92773316063773,1.42,3.1773119316666265,433.17300000000006,123.26548909208584,-0.39308163409158636,-0.18883292846618285,0.308739854166189,-0.308739854166189,0.0,NORMAL
2026-09-05 09:33:30,ROUTER-01,43.07,0.05,419.68,79.426,78.59808637760989,1.3969999999999998,3.187297880302024,429.07,122.92945393372764,-0.46255520229607566,-0.42260177442057023,-0.07638521168849449,0.07638521168849449,0.07638521168849449,NORMAL
2026-09-05 09:34:00,ROUTER-01,43.48,0.0,492.36,79.14500000000001,78.73461997960831,1.348,3.2064996491501443,430.238,123.52833483321425,-0.45297678088189014,-0.42038300614087104,0.5028963581047227,-0.5028963581047227,0.0,NORMAL
2026-09-05 09:38:30,ROUTER-01,52.95,0.77,474.3,78.50900000000001,78.93806945954532,1.396,3.1924640431282327,423.8320000000001,118.87153203727507,-0.3237850608266085,-0.1960806397439138,0.4245588214366775,-0.4245588214366775,0.0,NORMAL
2026-09-05 09:41:00,ROUTER-01,51.23,0.44,531.5,77.792,79.17322805090116,1.388,3.195002347416977,430.88,123.32733228643563,-0.33549177044727846,-0.2967041105166454,0.8158768745489146,-0.8158768745489146,0.0,NORMAL
2026-09-05 09:41:30,ROUTER-01,65.98,0.2,345.79,78.139,79.10638412922184,1.367,3.2028253152490223,421.619,126.1448790038221,-0.1537042144375681,-0.364354421392204,-0.6011257887458402,0.6011257887458402,0.6011257887458402,NORMAL
